"prior_message","barney_message"
"I'm sorry for these women. This is where careers go to die on TV.","Look. It's funny. I invented a little game"
"The lotto numbers tonight are... 19...","Your age on arrival in New York after a photographer you have ""discovered"" to be published in Vogue."
"53...","The number of nude photos that he has done before you realize he had no connection to Vogue."
"22...","The age that you say you have."
"31...","Your real age."
"45...","The number of minutes for me to put in a taxi, get undressed and into my Jacuzzi."
"And the super bowl tonight is...","What happens after that is out of the jacuzzi. Great?"
"I went very confident. I knew it was just me against two other girls.","I listening."
"I will not be a presenter at Channel 10, right?","It just fell."
"If you think people liked your show, it's wrong...","Bizarre. Look at what is mixed with your fan mail."
"My work permit. If I can not find a job in the coming...seven days, they will refer me to Canada.","I can not believe you that turns the country."
"Good question, Norm. For the first, I was an intern for Channel 22 in Red Deer. Alberta. In Canada. The snow falls hard enough, but these intrepid fishermen are still happy to contribute to the gathering of bass fishing Lake Athabasca, a tradition of 1 August To you, Norm. What? It was my first job. It shows where I come from.","Unless a bear attacks you in 3 seconds with your legs and you break his neck, it has nothing to do in your demo."
"Obviously, the stirrups were too far apart during his last visit to the gynecologist.","Folks, sorry to stop you before Marshall falls into tears, but Robin, check it out. What you need is a super video resume. Like mine. I present to you: Barneysvideocv.com.(The video starts with an expl*si*n) Hello. Barney Stinson, you have achieved great successes in business, sport and personal relationships, and have been an inspiration to many people."
"Is that you? You INTERVIEWED yourself?","How could that be me? He is an Englishman. What would you recommend to your many admirers who want to reach the peak of their potential?"
"And a little Scottish.","The first thing to know about success is that it will not come to you. Most people associate success with money and power, but in fact it is a mindset."
"You were supposed to be on a motorcycle to say that?","And when it comes to success, the only limit is that there is no limit."
"Barney, I do not understand. You doing anything in these clips.","Exactly. Because that's what the world wants to work.People who seem to take risks, but never do anything. In fact, you do things will turn. I write a book about this phenomenon."
"The possimpossible? Oh yeah?","Inventing your own word shows creativity and vision...""Visia-ness."" If I can leave you with one thought, is this one: nothing... and all... is possimpossible. This guy is awesome."
"It's you again...? You sing a song about you?","Absolutely not. It would be stupid. Stinson, Barney Stinson singing this song, it would be really stupid. One of the fans who think this guy is awesome. Perfect and available.Great, Great, Great, Great, Great, Great... Great, great. Barney Stinson, committed. This jewel has earned me 11 jobs."
"What? I will be deported. I would try anything.","OK, we should get started. I have much to sh**t, I can not use the tapes I have of you."
"Bands on me?","Let's start."
"Barney did his apartment a TV studio, where Robin is presenter.","What does it mean to be a reporter for you?"
"Since I was little...","Cut! You're mired in details. We need you to be vague, at ease with buzzwords like ""synergy"" and ""dynamism"". You can invent a word, as... ""Relationality."""
"How does make me feel stupid commit somewhere?","All right. Do not do it. There are many exciting stories to cover in Canada. I just read it, the nephew of the mayor of Winnipeg went fishing on the ice and took a pole of 7 Kg Live from the worst place in the world, I'm Robin Scherbatsky."
"Rotate the camera. Connectitude.","I like it."
"Transformatation.","Come on!"
"relationality.","relationality, this is mine."
"These clothes are ridiculous. In addition, the armor of the amazon princess itch.","Showdown. You're not the first to wear it here. But it expresses the power. And that, too. Now, I need you break these 15 bricks with your forehead."
"What? But you do anything in your video. You were right next to a horse and sitting on a motorcycle.","I am a man. You're a woman. Assume that you can do nothing. You must prove that society is wrong."
"I can not break 15 bricks with my forehead.","There is more in 1950. Yes, you can."
"I'm off.","Why?"
"Barney enters the apartment.","What's the matter?"
"Robin must leave Canada.","Oh, my God. It's horrible. It'll be along to commute."
"So, I have the job.","No. He cursed me and hung up. But after Channel 12, called. They'll love it too. They offer you to host their new talk show in the morning."
"It's amazing!","I sent them shit."
"Dude!","They want you even more. So they increased their offer by 10%. Congratulations. Looks like you'll have to stay."
"How did you do that?","I am the master of possimpossible."
"Pretty radar chest. This is my wife.","No, I must go."
"Seriously? They are blond and stuffed. This is not your type?","Maybe I did not like. My God, you think that the male spirit is really so simple, we all have a favorite type? Lord.Asian, big tits. I go to the bathroom, then I'm going."
"Barney is sitting in his office.","OK, to Saturday. I was thinking of a brunch, and perhaps a hike. I love you too."
"You think it is possible that Barney Stinson has a girlfriend?","A plus."
"Wait. Where are you going?","Nowhere. At the beach. It's winter. Laser Tag. At home. Shut up! It is you who are going somewhere."
"Barney enters a house without knocking. Lily knocking on the door. Barney opens.","What are you doing here?"
"Where is she?","Who?"
"Your girlfriend. You did not really like, huh?","These are my friends. Ted, Marshall, Lily and Robin.Guys, here is Loretta. My mother."
"You call your mother every day?","Mom!"
"So that's what we hide you? You did not want people to know that you're a momma's boy.","Yes, you got me. I guess you can leave."
"But forget, one meatloaf, after what was said Dr. Grossbard on your cholesterol.","She wants me to live long."
"Guilty. I love you.","Me too."
"Me-seven!","Will in, little rascal! I'll see you at the bar?"
"What's that, Barney?","It's a long story. As you know, my father had to leave my mother when I was a baby because he became presenter of the Just Price."
"Bob Barker is your father.","She had to raise my brother and I, all alone. And his only wish was that his son did not end up alone like her. And there seven years, she fell ill."
"Barney is c hospital alongside his mother.","I do not think she was going to make. So I decided to fulfill his wish. Mom. This is Betty. We're engaged."
"It's crazy. Did you actually cast your own son?","For a while, it was enough to borrow / keep the baby from neighbors. And once at Christmas, my mother was drunk at the grog, I went out with a bag of flour and a Chucky mask.But eventually I had to audition."
"Many children are before Barney, with numbers.","four, eight... thirteen, you stay. The other, you can leave."
"You said if I slept with you, my son would have the role.","Apparently I'm better actor than your son. Bring those from 11!"
"Barney's son arrives in the lounge.","And that's how the role of Tyler went to... Grant."
"Come on, Grant looks pretty good.","Really? Look. Tyler? Tyler? Tyler? Grant?"
"Yes?","You see? This is amateur work. Believe me, the child stars had better possession in the 80s."
"It's a huge Karate Kid poster above your bed.","Karate Kid's a great movie. This is the story of a young karate enthusiast whose dreams led him to Karate Championship All Star Valley. Unfortunately, he loses in the final against another loser. But he learned an important lesson in accepting his defeat."
"Wait. When you watch Karate Kid, you are the wicked little blonde?","No, I'm for the other loser from New Jersey who barely knows karate. When I watch Karate Kid, I'm for real karate kid: Johnny Lawrence of Cobra Kai dojo. Do not get dumber than you are, Lily."
"You must tell the truth to your mother, OK? Listen, this is a nice woman, loving, a little too direct that deserves better.","No, no question. The truth would k*ll her."
"Nothing. You want to go do it again in the bedroom of Barney?","On the bed ""race car""?"
"Meatloaf? Tyler to love!","We talked about it a million times! You get no slogan!"
"But it's funny.","I can make another cast. Will remember your sentences for the big dinner scene."
"Wait. You wrote that we will have dinner?","Just a little script. Things that my mother will be pleased to hear."
"And I really thought that Barney had forgot our anniversary. So I rushed into the garden, smoke coming out of my ears.","The nostrils dilated. They do it when she gets mad. I love it. As now. Like now!"
"You better stop!","Sorry, my little bear. Continues. You really like that for a relationship."
"And my boy Ty-Ty. What's new?","Funny story, the other night, this little rascal had a nightmare. He came to tell us what it was, you remember what you said?"
"Thank you very much, man. Tonight I will not sleep.","Tyler said: ""In my nightmare, mom and you did not know how much I loved you. So I'm here to say it was great...like that. """
"It was cute.","We're a happy family."
"She gets up.","No weak link in this scene. Bravo!"
"You can stop with that?","Go and eat your ice."
"I can not. I'm lactose intolerant.","Guess who is not lactose intolerant: Tyler. Tyler will go there and enjoy every bite."
"It's time for ice!","Yum!"
"Tyler dislike.","You're not gonna get us out a slogan."
"I do not understand.","I, yes. Follow me. I... been betrayed by my best friend.How could you do that, Ted? Think of the poor Tyler who tries valiantly to hold back tears. It's good my boy, you can cry.Weep!"
"I do not want my mom and dad divorced!","What can you have to say for yourself?"
"Is it I who betrayed, or that you have betrayed me?","Sorry. What?"
"November 14, 1998. The night train to Monte Carlo. I was in the car pool arnaquant Algerians few thousand dinars, while thou séduisais my bride! Who is blind and took you for me.","For God's sake, what are you talking?"
"You know not well what I mean?","No, not at all."
"Of course I do! And for sure I'll hear you admit it, manure!","Mom, you leave us a moment?"
"She leaves the kitchen and Marshall closes the door.","You've lost your mind?"
"She kisses Ted.","What's wrong with you? How do I explain this to my mother?"
"Honey, you okay?","Mom, I've got something to tell you. Something I should have told you long ago. Tyler is dying. And Betty said that when he is gone, it will go out. So it may soon be over."
"Well, Betty is not your wife?","No."
"thank you God! I do not like this woman.","Really?"
"Yes. And Tyler... I know I am his grandmother and I'm supposed to love him, but I hate him. ""Tyler not love! ""What does that mean?","Is it not?"
"With your fake friends over there, I wanted to sh**t myself.","I know! They are not horrible? So really, you angry with me?"
"I'm confused. I do not know why you thought having to do that. I love you, perfect family or not. I love you, no matter what.","Really?"
"Really.","I'm really relieved because in reality, I am also far from being a married man can be. My stories with women you would shock and horrify you."
"Whatever. I love you always.","Seriously, you can not imagine what I could do."
"When you were 3 years old, I left you with a babysitter and spent three weeks with Grand Funk Railroad, from one guy to another like a bang.","Mom!"
"The taxi is here.","I'll try."
"That I understand that. You tell me when you watch Karate Kid, you're not in San Daniel?","Nope!"
"Who do you like in Die Hard?","Hans Gruber, the villain class. At the end, it is trapped.This is the title character."
"OK, and Breakfast Club?","The teacher who is watching. This is the only one who passes the whole movie in a suit."
"I have one. Terminator.","What is the title, Robin? Who among us has not shed a tear when his small red eye goes to the end and he can not k*ll these people? Sorry. The film..."
"I'll watch the film again with you.","They even try to help!"
"The addicts who have not sold their TV?","The strippers in this weird time between work and waking the children?"
"You know, as usual.","Really, as usual.? Think the funniest thing that ever happened."
"It's good.","And twice that."
"So a chimpanzee wearing two tuxedos?","Something even funnier happened to Marshall today."
"What do you want? Sometimes it's like that. The same thing over and over again. One of my students ate glue.","I have used questionable methods to skip a very silly girl."
"Karen is here?","You're kidding me!"
"This makeup has one month to go. I met with parents of Lily. I have never looked so stupid.","So far. Tells the story, tells the story!"
"Wait. It's really funny?","I'm not kidding. I almost do not want you to hear, because really, for the rest of your life, nothing will ever be as fun and you, curse you for agreeing to hear. You gotta hear it.This is too funny."
"Okay. Say it.","He searched his bag to get his stuff, and... No, say it.It's more fun if you say so. Let me say it. No, say it. You say.Say it. At the same time. No, go ahead."
"I forgot...","He forgot his pants!"
"She came to see you in college and when you had my back turned, she brought the guys in your room?","Respect."
"Are you kidding!","The pants!"
"Why do you want to lunch with an ex?","Good question, there are four reasons for a ""meal ex '.1: They want to get back together."
"Happy is that way at last. You know, after you have rejected nine times, I almost drop.","But you did not do it, you've continued to insist."
"Actually, there is one thing I wanted to give you.","g*n! She's got a g*n!"
"How to say goodbye in these situations? A kiss on the cheek, too familiar. A handshake, too formal.","And a hug is like a hug in public."
"The pants.","The pants! The pants!"
"It was nothing! I had a small problem, so I called Lily.","Tell us, what was this concern?"
"Ted, you're not going out so easily. While the history of pants is fun...","Fun? Rather, very fun."
"Okay! Lily came to the office to bring me my pants...","Why she did this?"
"Lily out of the elevator and crosses Barney.","Lily, what are you doing here?"
"I just give something to Marshall.","He ""give"" something. Understood. Nice."
"But I'm in a hurry. I can give it to you?","Of course, yes."
"And you give him?","Wait. I do not know. Yours had better be really good."
"What are you talking?","What about you?"
"Marshall forgot his pants, so I brought him one.","He forgot his pants. Good thing you came because today it has an important meeting, and it would be embarrassing and not at all funny if it were to show no pants. I will make sure he has."
"And you did not give him.","Theodore Evelyn Mosby. Of course I gave him. I gave him my word. It is concrete. For cons, I made a few alterations."
"Auditions for Oliver Twist are down!","Please, can I have more... pants?"
"Barney laughs alone.","More..."
"It shows my calves.","The pants. Still tells."
"Sorry, can not stay.","It's unfortunate!"
"Following the call from Karen, he left.","I do not know what it is, this shrew. Okay, she has boobs, but... In fact, I see."
"That is clear.","I've never seen."
"Sure!","I've never seen."
"Weather.","I've never seen."
"That's it. She's gone.","What a story. What courage to share it with us."
"Wait. That's your pajamas? You sleep in pajamas suit?","Of course. You think I'm sleeping in it?"
"It's not look comfortable at all. You wear a tie.","First, it's a tie night. Second, it's not for comfort. This class is to be at any time."
"Why have the class at any time?","Let me tell you a story that happened to me recently."
"This is not ""a"" skin flick, it's the scene... Forget it.","But it could happen. If it happened and I was in top form for these oiled bitches, I would regret it."
"Sorry, dude, but it is the nightwear most ridiculous I've seen in my life. Finally...","Marshall wearing a nightgown! He wears a nightgown! You know when they say, ""Remember, he was wearing a nightgown? ""It is now! This is a nightgown. Call it, ""Held danger of Ninja,"" if you want. You stay still a tr*nsv*stite."
"I do not care. It's comfortable.","Nice to fly to Neverland with Peter Pan? Me, again! It was nice to get out of bed to accompany Charlie to the chocolate? Oh, me, me! Something about Scrooge! Come on, guys. I do all the work."
"Why was it on your dresser?","It is pretty!"
"Bridge! I won!","You know not to play bridge, eh?"
"You're better off without her.","If the angel Clarence says it's true, it should be."
"You know what? Go ahead, laugh.","Why are you wearing this stuff?"
"Several reasons.","You can not even give five."
"Three: My grandfather was Olaf and he died at 107 years. Four: No elastic waistband leaving its mark around my Thanksgiving belly. And five: each night as I sleep, it's the most wonderful and free feeling in the world. I feel... as if I was flying. That's how I'm going to bed at night: happy, light. With a heart full of joy. And you?","I have to stand still to avoid offending my pajama suit.But at least I do not wear a dress."
"I can not believe it. I need another drink.","I feel a little breeze there. It's nice."
"You think that's good? Come to the mouth of heating.It's like your bazaar was on a tropical island.","The Little Barney says ""Mahalo."""
"Too glad you watched that one!","My God, what has happened?"
"You have not seen the show?","The show! Sorry. It happened something?"
"A shirt.","It's called a shirt."
"I want to hear!","Calm down! Let us be calm! I have a question. This is how when you're in bed?"
"Barney and Marshall are installed in the same bed.","You're at home, every night, and Lily layer always with you?"
"Yeah, marriage, man, unconditional love. You can wear what you want and you get laid.","Tell me about marriage."
"Sometimes when you're married, the smell of breakfast wakes you ready.","The coffee too?"
"The cafe also. Sometimes she even puts a vase of fresh flowers.","I love flowers. And sometimes when you're afraid of making wrong choices and you're not the one you wanted to be, what it does?"
"It says you're great and everything will be fine.","It's beautiful. And it helps you to find other girls to sleep with?"
"Lily, Marshall, Barney and Robin are in McClaren's.","Look at Scarlett Johansson at the Oscars. If I could get a celebrity, it would be Scarlett Johansson. Canon, talented and you do not turn as Woody Allen's father without issue."
"You know, the celebrities, they like really weird sex stuff. Believe me.","How do you know that?"
"Please, calm down. You swallow too much air.","But before you poursuives, I'm flattered, but technically I'm not a celebrity. Also, one last time, the mask, it was a joke."
"As you collect stamps or coins. But I say nothing.","Tell us at least the weird thing he wanted to do."
"I do not even know of Canadian sex act.","You have the Sled Dog, the Lobster Trap, the Mounted Police."
"How do you know that?","Canadiansexact.org, this is a favorite."
"Point org?","Yeah. It's nonprofit. They just want to disseminate information."
"I just had a conversation strange. A woman at the GNB told me that the new tower was abandoned last month. It's crazy, right? What is this look?","It is said? It should."
"No. I want to.","There's been no light."
"Tell him, you're his best friend.","No, it's you."
"No, it's really you. Shhh, it happens.","White or Asian? You see, I hardly know him."
"I'm frustrated. The least innovative thing in my drawings, Bilson cuts with a machete. I hate to depend on what kind of guy.","You should leave the project."
"It is clear, leave him. It is unworthy of you.","It's decided. A new beginning! May the winds be with you..."
"Are you kidding? They still come to turn a guy in my box.Bilson, is heavy, it is clear, but without this project, I have more work.","It's funny you mention the project. Because..."
"Ted from leaving Barn, ey and Marshall alone.","What was that?"
"I have an idea. The next two months Ted has paid anyway. We could not let it continue and not to tell her? He had a tough year. Let the fun a little.","You suggest a complicated lie in the long term that implies a lot of discipline. A guy like you will not succeed."
"But if I can.","Lie to me, there."
"I have a spaceship.","What kind of fuel?"
"I have no spaceship.","But no! Defend yourself! If someone asks, diverts it from the original lie with other lies. I show you. I have a pony.Question me."
"It is what color?","When I was Dandelion, her complexion was of a deep hazel, unfortunately, his barn is located near a chemical plant, which contaminated water. Over time, it became a dull gray and the vet can not do anything to help."
"Wait. If they canceled the project a month ago, why did I go every week to see the new working group?","Of course, you could not see you point and Bilson."
"Good job.","All right!"
"When you played third base for the softball team GNB.","There is no softball team. We just rented a field, a bunch of guys together so they make you a hero."
"False! Never lie to his friends. I should never have lied.","Really? And this open mic night at the Comedy Club?"
"Super. Very funny.","Fatal... Thursday evening for everyone."
"Hello, lying bastards. No lies before I go to work to get fired?","Nice shirt."
"Ted, Barney and Marshall are the GNB, in a room.","This is the P.T.E. 18th floor. Basically, Bilson wants a piece like that, two floors above us."
"Wait, what is a P.T.E.?","Room for Transitional Employees."
"What does that mean?","Do not answer me, young man. That's why I cried at the song of Clint. Because that bastard stole your mother. And now all that remains for me... is the memory of the drop at the airport."
"GNB think we need a safe place to meet new.","It's serious there."
"I love.","Really?"
"My God. I am so excited. I will read.","Read it."
"I do not understand any of these words.","One of them is supposed to be famous?"
"My hiccups are gone. Perhaps forever.","You again. You even found a way to spoil it. Why?Why let yourself do we as a country?"
"I can not work for large corporations with no heart. In selling me your ""working group"", I was the most inspired work of my career. In fact, you reminded me how my job could be fun when I'm not dealing with Bilson, so... I resigned.","They've turned, eh?"
"It's exciting.","With this economy?"
"Ultimately, I am grateful.","What was it with Bilson?"
"After he proposed a career change, I made an impromptu presentation with a four-step approach that put him in the knee.","You've hit with a chair?"
"Barney goes to the apartment where Marshall, Robin and Ted are already.","You believe not what happened last night laser tag."
"People freaked out because of a calibrated in suits who bothered their children?","Yeah, almost."
"Barney played laser tag with children. It takes a little girl in her arms and hides behind a phony.","Go! You want that!"
"My shoulder!","Come on."
"Stinson, in my office! Now!","Shit."
"Foul Play, three stampedes, and now this! Stinson, you are a ball!","I know, I'm not your precious rules, McCracken, but, damn, the results are there!"
"Listen, you're a good player laser tag. Perhaps the best I've seen. But someday, you will hurt someone.Maybe even you.","You forget what it's there. Your fat ass is stuck here for too long."
"McCracken is Enough You are banned, Stinson! Make your g*n and your badge!","My pleasure. Do not do that. This game is all I have.And I nearly enough tickets for the remote controlled helicopter. Pity."
"I can not believe I do that. But I'll leave you one last chance. But be aware, if you exceed the limits of a toe, you play the duck sh**ting in your mother's so fast it will make you dizzy. Get out!","You regret it."
"I can not believe you're kicked out of laser tag. Are you gonna do?","What shall I do? I'll tell you that Ted and I will do. We will introduce and apply the PQ everywhere."
"Barney, you're too old to put toilet paper because you can play laser tag more. And by the way, too old for laser tag.","Ted, laser tag has no age limit. As the striptease in the West Midlle."
"Yeah, whatever. I added laser tag to the list of Murtaugh.","No list of Murtaugh."
"At the apartment...","There's nothing on this list for which you're too old. In fact, if you did everything on the Murtaugh list, I would call it a nice weekend."
"Barney, you have more 18 years. If you did the whole list, you would die. It was not a challenge.","Challenge accepted. The next 24 hours, I will do everything on the list. And after that, you go to the PQ laser tag with me."
"And if you fail?","I'll spend three hours listening to you talk about architecture."
"An agreement of honor!","Come on guys, you do it!"
"There's some pretty hefty on the list. Finally, do you really think Barney is going to get ear pierced?","""To pierce the ear. ""Done. Well, I go to a laundry at my mother. Do you mind if I use your futon?"
"There is no futon.","Put it there, guys."
"What's the matter?","It's on the list. ""Landing on the futon with a friend rather than going to the hotel. """
"You got anything in your ear? It looks like the inside of a pumpkin after Halloween.","What, this? Just a quick foul '. Just a kid like me has to worry about. Then, ""pushing a medical"" on the list. Hold on. Bar here..."
"The next morning, Barney woke up on the futon in the living room.","Done. ""Drinking shots with strangers. ""Done."
"OK, Barney? You seem to have a bad back.","No, it's just the raver's hump. I like it. It brings me closer to my glass. A youth! You should have a straw?"
"Barney at the bar with Robin and Ted.","Hi, this is Barney."
"And Robin.","We can not answer because..."
"He watches football and I'm...","Part shopping. Leave a message, you are reminded..."
".. soon...",".. we..."
".. can!","""Making an autoresponder message to two annoying.""Done. It will probably cost me a few appointments, but it's okay."
"Your ear begins to feel.","It's good."
"Removes ""colonoscopy"" and ""sleeping with an old"", and is a cinch.","New bet, then. If you can finish your list before me, we will cover the laser PQ and you pay toilet paper.Biodegradable and not this crap. I want up there forever."
"Well, if I finished first, it's six hours of study of American architecture from the early 20th, and you can not ever do something in the list of Murtaugh. This is for your own good.","Bet held."
"""Put on reading glasses. ""Done. ""Yelled the boy from the neighborhood. ""With pleasure. What happened to you?","I just had a little ""screw up my knee and it hurts"" incident."
"How did you do?","It... ""Helped to move the sixth floor walk against pizza and beer."""
"Barney and Robin are at a rave.","Ted Calls. I want to go."
"Got up at 4am... Done.","It answers?"
"I have not called yet.","Hurry up, Robin."
"Okay. ""Take time to answer the phone. ""","Come on, Ted. I was given aspirin and I do not think it was."
"As a manager, I threw in the towel. This bet is over.Your ear looks like a Danish pastry in a French breakfast.","No, he remains a. ""The beer funnel. """
"Yes, it's... a little hot. I hope this is not a problem.","No, no. Okay. You won, I hate it. I hate it. My back is k*ll me. At the rave, I was mistaken for a cop. I have an earache so I can hear... I hear my own ear. Think about it. My clothes... What... Take that! I have redeemed you your best costume for twice its price. This is... $ 30. And throw the shoes. You won, Ted. I will not make anything of the Murtaugh list. I'm too old for this stuff."
".. that Murtaugh kept repeating: ""I'm too old for this stuff,"" but every time he says, he changes his mind, made another movie, and stuff. What I'm trying to say is that... the toilet, age.Will cover the PQ laser tag.","And then the hospital."
"My great... you cause me problems since you joined this club. But damn... if this is not the best battle of PQ I've ever seen. You are returned... And right away.","Really?"
"Ted, Barney and Marshall are at McClaren's and Lily joined them.","I heard a joke at work."
"Come on. She will not like it. It's funny for the guys, not girls.","It's sexist! When it's funny, it's funny. Lily's cool. She'll love it."
"Tell it.","Ready? What is the difference between jam and Nutella? It's funny."
"Lily leaves the bar.","Come on. It's funny. This is..."
"I told you so.","She'll be back."
"Barney comes to see that Marshall is in his office.","You know for layoffs?"
"Yes, I know. I tag. Are you worried?","Are you kidding? I know one thing about this company. I will never be fired. It is likely that one day I was stranded on a beach with no footprints or teeth, but I will not fire."
"I would like to have your insurance.","You just gotta find a way to make you absolutely critical."
"I work harder than anyone in my division.","Keep your job has nothing to do with being a hard worker. You need something."
"What do you mean something?","You know, something that makes you funny and loved, as Marcus Denisco."
"I love Chow-man. They can not fire him. You know what I like about Chow-man?","It's always food."
"It's always food.","You see? You need it. You need that thing that makes you a man."
"I have this thing that makes me a guy. Maybe even a guy and a half.","Not this stuff. You know, something. Toy-like man."
"That's great!","Claw tape!"
"I love Toy-man.","You see? You need something. Youtube-like man."
"You're right. I need something.","But choose wisely. You want to become the horrible man Massage."
"Marshall and Barney are in the conference room.","You filled it. Grub-man has a panna cotta in his office."
"Okay, but PJ does not help.","If Ted says that PJ is necessary to society, then PJ will go nowhere."
"You see? It is useful.","PJ is a guy? PJ, this is not a hottie you f*ck?"
"No, I guide him.","A Guide. I guided a young, once. I made him my co-pilot. Then one day, he hired an assistant to work 3 meters from her room, which... Check it out... is not a hottie, proving he has never listened. You know how to call this type?"
"Ted Mosby?","Maybe. I remember more. Because for me he is dead!(He rises) PJ will receive a mail with a disruptive place, it should in any circumstances be three days and then send it to me."
"I thought of something to become indispensable.The Ecolo-man! Everyone loves recycling, eh?","Fired. What else you got?"
"I have others. Ties-Fun-man.","Fired."
"Info-Unusual-man?","Did you know? Whether you're fired?"
"Stretch-man?","upside down Viré."
"The Monty-Python-man?","We are the knights who say... You're fired."
"Wait! I ran a simulation league baseball in school.","Not bad. You got maybe something."
"Great! Great! I Simulates-man!","Actually, you'll Sports-man. We have already Simulates-man."
"OK, guys?","Hi, Frank."
"Marshall is in his office when Barney comes to see.","Sports-man. I heard people talking about your club."
"Really, dude, I know not how long I'll keep.","Last week you were a waste that nobody was looking.Now you're Sports-man."
"A waste?","Last week!"
"This is our apartment. You let a cake on the counter, Mama's going to offer a slice.","I've told you, commits a pretty assistant with whom you can sleep instead of hiring an assistant with whom Robin sleeps. Of course he'll sleep with her. It is the coolest on the planet. I am off topic! You're an idiot! This is my message!You're an idiot! An angry person, that's not enough! Marshall with me!"
"Dude, why are you so upset that Ted does not sleep with the people he hires?","Because it hurts!"
"How so?","It hurts because I love... when Ted... layer with women. I am a very devoted friend! Lily is the only one I can talk. Tell him to talk to me."
"I'll try, but no warranty. She is still shocked by this joke. This joke. It tore our group, which turns the people I love against the other. Frankly, I would... I would like this joke is never entered our lives.","It's funny anyway, right?"
"You do not use this short-stop that the Mariners have discussed. I must have.","You see, Sports-man. People adore you."
"Apparently, Robin and PJ are together again.","You're kidding!"
"How are you?","As Lily not speaking to me, I must tell you something.And it's not easy to say, OK? I... wait... 'm... wait... love...wait... of... wait... a... wait... some... wait..."
"I know you're in love with Robin.","What?"
"Lily told me.","She told you? Great. I guess you marrez my back all this time."
"Actually, oddly, we both think you're meant for each other.","Really?"
"It even tries to sit on the same side for you to sit side by side.","Really? This is so cute. But let's be clear. I do not like it, OK? It's just that... I miss when she is not there. I think about her all the time, I guess one day we will run towards each other in slow motion and I wear a suede jacket."
"Tell her how you feel?","No. Perhaps. Ever. I know not. Listen... I just need to get rid of that idiot PJ. If Lily was there, she would know how to get rid of him."
"I can perhaps help you.","You're not Lily. Lily is a diabolical puppet master, the subtle situations to achieve its ends. This is evil incarnate. You have the right. Cling to it."
"I'll find something.","Hire the kid as his assistant. He does all the work and you're still Sports-man. Evil incarnate, Eriksen. Evil incarnate."
"Hey, Chow-man!","Hey, Toy-man!"
"Who's this guy?","He is not here. I think we should leave."
"I had the number of that girl. Look. Holly.","Owl. The girls with a name ending in LY are dirty.Holly, Kelly, Carly, Lily."
"Yeah, it's true.","And not to mention the girls with names ending in I instead of a Y. These girls are like rides. You make the long tail, but once inside, you hold on, hoping not to lose your keys."
"You know what I'm going to do? I'll call on. I will do ""you remember me? It's been a "". It's funny because I just saw.","You can not. You must wait three days before calling.This is the rule."
"This rule is completely outdated. They know exactly what you do. I have another rule. It's a bit crazy, but I call it, ""you like him, you call him.""","Sorry. Can you repeat that? I do not mean the f*ck."
"My rule of three days, it is anything. Who invented it?","Jesus."
"Barney, do not do that. Not with Jesus.","Seriously. Jesus began this thing for three days. He waited three days to return to life. It was perfect. If he had waited one day we would not have known he was dead! They would have said: ""Jesus, are you? ""And Jesus would probably have said,"" You okay? I died yesterday! ""And they would say:"" You have the air alive, man. "" And they should explain his resurrection. And the miracle. And then the guy would say, ""Okay, whatever you want, dude."""
"The dialogues seem pompous old now.","And he will not come back on a Saturday. Everyone is busy doing chores. Weave, cut the beard. No. It looked exactly the right number of days... Three."
"I promise, I'll wait three days. Stop talking.","And it's Sunday, they are all already in the church.They are all there, ""No, Jesus died."" Then, bam! He burst through the door, crossed the aisle, everyone is excited. And by the way, that's where he invented the ""tope there! ""3 days.We wait three days to call a woman because it is the time that Jesus wants us to wait. True story."
"Bizarre. Holly sent a message to Ted talking about a meal Generro. A second. Band of bastards!","What?"
"You are Holly! So Ted did not send messages to Holly? He sent to you?","We knew he would try to call three days before, so I took his cell phone and changed his number from mine."
"Marshall and Barney are at the bar.","""Piti texting""?"
"Poor, little Ted. It should... He should say it estnous.","Yeah. Or... it pretends to Holly and we are in the bath."
"It's better. It was funny. He should say that it is us.","It should. Or... it is said that red is our favorite color and found the look ""cowboy"" sexy."
"I wear them right now and they are very sexy.","He put the boots!"
"He bluntly put! It was great! But it's time to tell him that he wears.","Or... we remove our shirts."
"It's better.","Maybe that door below, a black bra with lace."
"I believe that wearing anything underneath.","It is hot."
"There, he wears only cowboy boots! Here we go!","Too! Tell him we slowly drag our... What do we do?"
"No, actually it was for his good. It protects it from itself. He really likes this girl. He had that look.","The crazy eyes, ""I'm going too fast and I will f*ck up everything."""
"The same he had with you the first time.","We all know what it gave."
"It's been that Ted did not like someone. He stored much... We thought him to say ""I love you"" when he contacted her.","And it's coming. It shows all the telltale signs."
"First: he jokes with the marriage.","""You like architecture? We should get married. Ha-ha.MDR. Just kidding. So what? """
"Deuzio: it's far too early suggestions crazy travel.","""I like beer. We should go to Germany. MDR. JP.MDR. """
"Third: it says too early personal things.","""My parents divorced two years there. It was really hard. MDR. """
"Yeah, but that's the problem. Ted did not say ""I love you"" as easily as we thought.","And then we met Stan."
"Super Stan. Who is it?","A guard who works nights."
"He eats here every day.","And he had not finished."
"It's... really nice.","No matter. It's OK."
"I do not know... what comes to the bread here, but it touches me... here... and here.","Well, if Ted does not say, I will. I love you."
"It is perhaps not in love with us.","How is this possible? It's all there waiting!"
"That guy you fell in love. I hope his girlfriend is not jealous. He spoke of a friend or...?","All was well until he sends a text message for Lily and ruins everything."
